cile;nazev.1;statni-prislusnost;vedidk_core_researcher;titul-pred;jmeno;prijmeni;vedoucí jméno;vedoucí příjmení;vedoucí vedidk;ORCID vedouci;researcherid vedouci ;scopusID vbedouci;druhy vedouci jmeno;druhy vedouci příjmeni;druhy vedouci vedidk;ORCID druhy vedouci;researcherid druhy vedouci ;scopusID druhy vedouci
Projekt se bude zabývat monokrystaly podvojných halogenidů alkalického a čtyřmocného kovu na bázi halogenidu cesno-hafničitého (Cs2HfX6, X = Cl, Br, I), nedopovaného a dopovaného ionty Tl+, In+, nebo Te4+, a jejich charakterizací širokým portfoliem experimentálních metod. Krystaly Cs2HfCl6 jsou intenzivně studovány s cílem připravit vysoce efektivní scintilátory pro detekci radiačního záření. Budeme se věnovat rafinaci výchozích surovin, navrhneme vhodný postup syntézy Cs2HfCl6 a jeho čištění, a připravíme jeho monokrystaly Bridgmanovou metodou. Zavedeme unikátní technologii pro růst krystalů hygroskopických halogenidových materiálů z taveniny modifikovanou metodou „micro-pulling-down“ dovezenou z Japonska (v Evropě dosud neinstalována) a aplikujeme ji na růst Cs2HfX6 materiálů včetně zkoušky konceptu „band gap engineering“. Budeme studovat optické, luminiscenční a scintilační vlastnosti připravených krystalů včetně jejich defektů a degradujících elementů, s cílem vysvětlit a optimalizovat luminiscenční a scintilační mechanizmy probíhající v matrici Cs2HfX6.;Fyzikální ústav AV ČR, v. v. i.;CZ;6696279;Ing.;Robert;Král;;;;;;;;;;;;
"U obratlovců žijících v asociaci s člověkem dochází k řadě fenotypových změn v důsledku fenotypové plasticity, cílené selekce, relaxované selekce a neutrálních genetických procesů. Přesto že se výzkumu těchto změn bylo již věnovalo značné úsilí, řada důležitých aspektů je málo prozkoumána. Jedním z nich jsou změny ve složení mikrobioty trávícího traktu hostitele (MT). Vzhledem k značnému vlivu na řadu fenotypových znaků (FZ) hostitele je MT považováno ze nedílnou součást jeho fenotypu. Současně se ukazuje, že úzká asociace hostitele s člověkem má výrazný efekt na jeho MT. Proto lze předpokládat, že takto indukované změny GM budou ovlivňovat FZ hostitele. Avšak doposud nebyl proveden experimentální výzkum, který by tuto hypotézy testoval.
Cílem tohoto projektu je porozumět změnám MT a s nimi souvisejícími FZ mezi volně žijící a laboratorní  myší domácí. Znalost této variability je důležitá v kontextu experimentálního výzkumu na laboratorních organismech včetně myši domácí, jelikož může mít dalekosáhlé důsledky na interpretaci výsledků a přispívat k jejich omezené reprodukovatelnosti.";Ústav biologie obratlovců AV ČR, v. v. i.;CZ;6781527;Mgr.;Jakub;Kreisinger;Tomáš;Albrecht;1668722;0000-0002-9213-0034;A-1130-2011;7103045226;;;;;;
Spolu s nutností ochrany životního prostředí byl v 90. letech vytvořen koncept zelené chemie, jehož úkolem je předcházet vzniku nebezpečného odpadu. Největším zdrojem odpadu spojeného s chemickou výrobou jsou rozpouštědla. Navíc se často používají zdraví škodlivá rozpouštědla, která podle zaváděné legislativy budou muset být nahrazena zelenými alternativami. Syntéza na pevné fázi je metoda ve vývoji nových léčiv, která doposud odolávala principům zelené chemie. V současnosti se používá pro výrobu schválených léčiv na bázi peptidů, zahrnuje použití nebezpečných látek jako je DMF, DCM, TFA. Cílem předloženého projektu je vyvinutí metodologie pro syntézu na pevné fázi šetrné k životnímu prostředí. Kompatibilita zvolených zelených rozpouštědel bude testována na syntéze peptidů prostřednictvím syntézy peptidu náročné sekvence a dále komerčních peptidových léčiv. Zelená syntéza peptidomimetik bude změřena na inkorporaci heterocyklů do peptidového řetězce s použitím iminiové chemie. Dále budou vyvíjeny zelené alternativy pro štěpení látek z pryskyřice a možnosti recyklace pryskyřice.;Univerzita Palackého v Olomouci / Přírodovědecká fakulta;CZ;3227413;Mgr.;Eva;Schütznerová;Petr;Cankař;6642152;0000-0002-7434-6069;;;;;;;;
V rámci tohoto projektu bychom se rádi zabývali vývojem masivně paralelní implementace kvantově chemické metody renormalizační grupy matice hustoty (QC-DMRG), což je velmi účinná multireferenční metoda, jejíž vysoce paralelní implementace však ještě nebyla vyvinuta. Dále bychom se rádi věnovali vývoji více flexibilní metody stromových sítí (QC-TTNS), která je schopná správně popsat komplexní elektronovou strukturu silně korelovaných systémů efektivním zohledněním entanglementu molekuly. Věříme, že vyvinuté metody otevřou možnosti k řešení složitých problémů v kvantové chemii, kde silná elektronová korelace hraje důležitou roli, jako jsou například bio-anorganické systémy s několika atomy přechodných kovů.;Ústav fyzikální chemie J. Heyrovského AV ČR, v. v. i.;CZ;4140311;RNDr.;Libor;Veis;Jiří;Pittner;6643604;0000-0003-0397-8410;F-5128-2014;;;;;;;
"Hydrogelové mikročástice (mikrogely) jsou základními materiály pro bioaplikace, zahrnující buněčnou terapii, systémy uvolňování léčiv či tkáňové inženýrství. Velikost, tvar a kompozice částie mikrogelu jsou klíčovými parametry určujícími jeho funkčnost v živém systému. Syntetická metoda poskytující kontrolu nad těmito parametry a produkující ve velkých množstvích mikrogely libovolných tvarů složené z vysoce biokompatibilních materiálů není v součastné době k dispozici a je nezbytně nutná pro součastné bioaplikace.
V tomto projektu navrhujeme vyvinout obecnou metodu vysoce výtěžné litografické kontinuální syntézy pro přípravu mikrogelů libovolných tvarů, složených z chemicky nemodifikovaných biopolymerů jako je chitosan alginát nebo fibrin
Připravené mikrogely budou použity jako příští generace systémů postupného uvolňování, kde kontrola designu mikrogelu vede I k přesné kontrole nad uvolňováním léčiva v poždovaném místě.
Budou vivinuty metody enkapsulace živých buněk do mikrogelů aby umožnily studium mezibuněčné komunikace.";Vysoká škola chemicko-technologická v Praze / Fakulta chemicko-inženýrská;CZ;2449080;RNDr.;Ivan;Řehoř;Ivan;Lukeš;3062228;0000-0002-3294-5813;K-2205-2015;7003825764;;;;;;
Jak rostliny rozdělují omezené zdroje uhlíku mezi různé biologické funkce je důležitá otázka ekofyziologie rostlin, která má i zásadní praktický význam v zemědělství a lesnictví. U stromů jsou procesy asimilace a alokace uhlíku úzce spjaty se strukturou a funkcí dřeva, přičemž tyto závislosti nejsou plně pochopeny. Navrhovaný projekt se proto zaměřuje na zhodnocení vztahu mezi alokací uhlíku do radiálního růst kmene a do produkce plodů (R-P trade-off) a analyzuje, jak těsnost tohoto vztahu závisí na hydraulických vlastnostech, zásobní funkci a konstrukčních nárocích xylému. Naše studie budou využívat 41 variant roubovaných jabloní a hrušní, které se vzájemně liší bujností radiálního růstu a náchylností ke střídavé plodnosti. R-P trade-off  budeme analyzovat ve dvou časových rámcích za použití více než 15 let dlouhých datových řad a experimentu manipulujícím „source-sink“ rovnováhu. Výsledky projektu rozšíří základní znalost alokace uhlíku a fungování xylému u dřevin a budou též přínosné pro šlechtitelství a management ovocných stromů.;Univerzita Hradec Králové / Přírodovědecká fakulta;CZ;1622377;RNDr.;Lenka;Plavcová;;;;;;;;;;;;
Imunita má významnou úlohu v různých stádiích vývoje nádorových onemocnění a jejich odpovědi na léčbu. Interferony jsou imunoregulační cytokiny, které regulují nádorový růst přímým působením na nádorové buňky nebo aktivací imunitní odpovědi. Interferonem indukované transmembránové proteiny (IFITM) mají důležitou funkci v obraně proti virové infekci, ale o jejich úloze v nádorové tkáni toho není příliš známo. Cílem tohoto projektu je objasnit úlohu IFITM proteinů při vzniku a progresi nádorových onemocnění. Z předběžných výsledků vyplývá, že se mohou podílet na regulaci chemosenzitivity, metastazování a interakcí nádorových buněk s nádorovým mikroprostředím. Prvním cílem tohoto projektu je identifikace a lokalizace IFITM proteinů v nádorových buňkách s využitím nově vyvinutých protilátek. Druhým cílem je objasnění jejich úlohy při metastazování, buněčné adhezi, migraci a invazi. Třetím cílem je zhodnocení významu IFITM proteinů jako prediktivních markerů pro látky poškozující DNA. Čtvrtým cílem je definovat úlohu těchto proteinů při interakcích nádorových buněk s imunitními buňkami.;Masarykův onkologický ústav;CZ;5361850;Mgr.;Marta;Nekulová;Bořivoj;Vojtěšek;9637419;;;;;;;;;
Dnes již poměrně dobře víme, že predátoři jsou schopni limitovat společenstva býložravého hmyzu a tím redukovat býložravý okus rostlin. Nicméně, málo se ví o tom, kteří z predátorů jsou pro společenstva hmyzu limitující, jaký dotad má přítomnost těchto predátorů na mezopredátory a zda jsou různí predátoři stále stejně limitujícím faktorem v různých typech lesa. V předkládaném projektu proto navrhujeme studovat dopad vyloučení predátorů na strukturu společenstev členovců a jejich následný vliv na rostliny. Experimentálně vyloučíme ptáky, netopýry a mravence (jednotlivě a v různých kombinacích) z lesního společenstva na šesti studijních plochách podél gradientu zeměpisné šířky - v Austrálii (2x), Papui-Nové Guineji, Malajsii, Číně a Japonsku. Na všech studijních plochách budeme vliv vyloučení predátorů na členovce a na býložravý okus studovat jak v lesním podrostu, tak v korunách stromů. Budeme se také zabývat druhovou bohatostí a četností pokusně vylučovaných predátorů a jejich působení na parazitoidy hmyzu a na různé mezopredátory.;Biologické centrum AV ČR, v. v. i.;CZ;7740492;Mgr.;Kateřina;Sam;;;;;;;;;;;;
V důsledku měnících se podmínek vnějšího prostředí byly rostliny nuceny osvojit si řadu adaptačních mechanismů. Klíčovou roli v tomto procesu sehrávají fytohormony, které regulují růstu a vývoj rostlin. Vzhledem k vysoké aktivitě fytohormonů jsou jejich signální dráhy přísně regulovány a to jak v pozitivním, tak v negativním smyslu. V rámci tohoto projektu představujeme nový regulační mechanismus signální dráhy fytohormonu cytokininu. Naším cílem je prokázat, že cytokininový receptor AHK4/CRE1 z Arabidopsis thaliana funguje jako tzv. falešný “decoy“ receptor. Zjistili jsme, že cytokininy ovlivňují alternativní sestřih vedoucí k zachování některých intronů v transkriptu CRE1 receptoru. Přítomností intronu vzniká předčasný stop kodon, a následně receptorový fragment, tzv. falešný “decoy“ receptor. Naše dosavadní poznatky potvrzují, že tyto falešné receptory si zachovávají afinitu k cytokininu, ale nejsou schopny dále přenášet signál. Předpokládáme, že v rostlinné buňce “decoy“ receptory soutěží s nativním receptorem o cytokininový ligand a fungují tak jako negativní regulátory.;Univerzita Palackého v Olomouci / Přírodovědecká fakulta;CZ;9373586;Mgr.;David;Zalabák;Jitka;Frébortová;5609763;0000-0002-2909-9337;H-2435-2014;;;;;;;
Adaptorový protein MyD88 a kinázy IRAK organizují buněčnou signalizaci receptorů vrozené imunity. Patologické mutace MyD88 napodobují stimulaci receptorů, a tím způsobují přeměnu B buněk na agresivní lymfomy. Nicméně složení abnormálních signalizačních komplexů MyD88 a související molekulární procesy zůstávají nevyjasněné. Na základě našich nepublikovaných výsledků vyslovuji hypotézy, že [1] abnormální signalizace MyD88 zcela závisí na ubikvitinaci, [2] pro produktivní signalizaci proteinu MyD88 je nezbytná ubikvitinace nikoliv kinázová aktivita IRAK1, [3] interakce IRAKů s E3 ubikvitin ligázami (E3s) a jejich úlohu v onkogenní signalizaci MyD88 lze narušit malými molekulárními inhibitory. Za použití proteomických, genetických a funkčních postupů budeme zkoumat tvorbu a složení proteinových komplexů MyD88 a určíme jejich závislost na E3 ligázách a deubikvitinázách a jejich souhře. Chceme identifikovat nové cíle pro vývoj účinných a specifických modulátorů pro kombinovanou i samostatnou terapii lymfomů a dalších poruch způsobených MyD88.;Fakultní nemocnice Ostrava;CZ;5715733;RNDr.;Matouš;Hrdinka;Pavel;Martásek;4688678;0000-0001-6165-4444;G-6622-2017;7006876042;;;;;;
Ve výzkumu symbiózy se v současné době ukázal jako velmi přínosný koncept mikrobiomu. Předkládaný projekt aplikuje tento koncept na studium mikrobiálních společenstev Triatom, přenašečů Chagasovy nemoci. Ačkoli se Triatominae živí výhradně krví, postrádají obligátní intracelulární symbionty. Zásadně se tak liší od ostatního striktně hematofágního hmyzu a jako model poskytují zcela nový vhled do ekologických a funkčních principů symbiózy. S využitím pokročilých metod metagenomiky a trankriptomiky se předložený projekt zaměřuje na následující otázky: Jaké je složení mikrobiomu, čím je podmíněno a do jaké míry je stabilní? Jaké jsou hlavní metabolické interakce v systému hostitel-mikrobiom? Jaké faktory umožňují hostiteli regulovat mikrobiální společenstvo, včetně jeho eukaryotní složky? Komplexní design předkládaného projektu dále poskytne teoretické pozadí nutné k pochopení epidemiologie Chagasovy nemoci.;Jihočeská univerzita v Českých Budějovicích / Přírodovědecká fakulta;CZ;3134679;RNDr;Eva;Novakova;Václav;Hypša;9040919;;;;;;;;;
Mitochondrie jsou jedinečné organely tím, že obsahují vlastní genetickou informaci ve formě mitochondriální DNA (mtDNA). Heteroplasmie mtDNA závisející na typu buněk byla popsána jako běžný jev u pacientů s chorobami souvisejícími s mitochondriemi, ale i u zdravých jedinců. Nově bylo také prokázáno, že mitochondrie se pohybují mezi savčími buňkami. Heterogenita a transport mtDNA mají pravděpodobně společné znaky ve zdravých i rakovinných buňkách a doposud o nich víme velice málo, i když představují slibné cíle pro léčbu pacientů. Naše myší kmeny se specifickými mtDNA polymorphismy představují velmi cenné modely pro in vivo a in vitro studie mtDNA přenosu, doprovodných změn v genové expresi a k základnímu popisu distribuce hostitelské i parentální mtDNA v systémovém oběhu během rozvoje rakoviny i uvnitř nádoru během jeho růstu. Používáme multiparametrické profilování (DNA, RNA, protein) na úrovni jednotlivých buněk i v populaci ke zdokumentování souvislostí přenosu mtDNA s profilem genové exprese buněk se zaměřením na respiraci, buněčný cyklus, mezibuněčnou komunikaci a proliferaci.;Biotechnologický ústav AV ČR, v. v. i.;CZ;1970860;mgr.;David;Švec;Mikael;Kubista;3757501;;A-5689-2008;;;;;;;
Modifikace biocharu, produktu pyrolýzy biomasy, může výrazně zlepšit jeho sorpční vlastnosti, což má velký význam pro imobilizaci rizikových kovů a metaloidů. Syntéza biocharu s nulmocným nanoželezem poskytuje unikátní kombinaci výhod obou materiálů, která vede k účinné adsorpci širokého spektra kontaminantů v jejich kationtové i aniontové formě. Nicméně je naprosto nezbytné posoudit chování a stabilitu takového inovativního kompozitu v půdách. Z tohoto důvodu budou studovány komplexní geochemické interakce s půdním roztokem a změny pevné fáze, zejména pokud jde o retenci rizikových prvků. Budou simulovány různé environmentální podmínky za účelem posouzení stabilizačního účinku biocharu modifikovaného nanoželezem v kontaminovaných půdách při různých sezónních změnách. Data získaná z laboratorních adsorpčních, vsádkových, nádobových a kolonových experimentů budou navíc extrapolována na reálné situace v prostředí pomocí uceleného hydrogeochemického modelu a zároveň budou ověřena přímo v terénních podmínkách.;Česká zemědělská univerzita v Praze / Fakulta životního prostředí;CZ;7502303;Mgr.;Martina;Vítková;Vojtěch;Ettler;9364129;0000-0002-0151-0024;B-3014-2013;6602078542;;;;;;
Distribuované multi-agentní plánování (DMAP) se v posledních letech stalo dobře zavedenou výzkumnou oblastí v rámci výzkumu automatizovaného plánování. Přestože je většina literatury na DMAP motivována zachováním soukromé informace plánujících agentů (bez něj do velké míry pozbývá smyl), pouze zlomek výzkumu formálně definuje, popisuje a hlavně dokazuje kolik soukromé znalosti je plánovacími algoritmy opravdu zachováno. V tomto projektu navrhujeme následovat právě tyto práce a vyrovnat existující výzkumný dluh do takové míry, aby bylo možné v DMAP jednoznačně pracovat se soukromou informací. Abychom toho dosáhli, zaměříme se na definici a formalizaci soukromé znalosti, s tím související formulaci DMAP v existujících bezpečných výpočetních modelech jako Blind Turing Machines a Oblivious RAM, identifikujeme teoretické zdroje úniku soukromé informace platné jak obecně (pro model MA-STRIPS) tak konkrétně (zejm. pro algoritmy MAD-A* a MAFS) a vytvoříme nové plánovací algoritmy a pomocí nich plánovač umožňující parametrizovat zachovanou soukromou znalost, efektivitu a úplnost.;České vysoké učení technické v Praze / Fakulta elektrotechnická;CZ;4450140;Ing.;Antonín;Komenda;;;;;;;;;;;;
Projekt se zabývá 3-hydroxychinolin-4(1H)-ony (3-HQs) jako skupinou látek se zajímavými biologickými vlastnostmi. V první části projektu je diskutována protinádorová aktivita 3-HQs. Bylo zjištěno, že vhodně substituované 3-HQs interagují s translačním elongačním faktorem, pravděpodobně však neprochází buněčnou membránou. Na základě počítačového modelování predikce farmakologicky relevantních parametrů a aplikace předešlých výsledků jsou navrženy nové struktury. Druhá část projektu se zabývá konjugáty 3-HQs s lipofilními barvivy, které by umožnily prostup systému do buněk a jeho současné monitorování pomocí fluorescenčních vlastností. V poslední části projektu jsou představeny antimikrobiální látky s dvojím účinkem. V těchto systémech vhodný 3-HQ slouží jako chelátor železa připojený k cefalosporinu. 3-HQ bude po ataku bakteriálními enzymy uvolněn z duálního systému za současné aktivace jeho chelatačních schopností. Projekt bude završen výběrem vhodných kandidátů na in vivo studie.;Univerzita Palackého v Olomouci / Lékařská fakulta;CZ;1596349;Ing.;Kristýna;Bürglová;;;;;;;;;;;;
Aktuální odhady předpokládají, že globálně i malý nárůst sekvestrace uhlíku (C) v půdě může snížit zvyšující se koncentrace atmosférického CO2. Mechanismy formace a chemické složení stabilní, minerálně chráněné půdní organické hmoty (POH) ovšem nejsou dosud plně objasněny, ačkoli porozumění této oblasti je zásadní pro efektivní sekvestraci C v půdě. Nejnovější koncepce navrhují, že sloučeniny mikrobiálního původu, jejichž množství vzrůstá s obsahem snadno rozložitelného substrátu, jsou hlavními prekurzory minerálně chráněné POH. Naproti tomu, studie z posledních let stále poukazují na velké zastoupení tzv. rekalcitrantních sloučenin rostlinného původu v této frakci POH. Předkládaný návrh si klade za cíl objasnit popsané nejasnosti pomocí komplexních terénních a laboratorních pokusů a s využitím fyzikální frakcionace půdy a molekulárních a izotopových metod. Formace a chemické složení POH v různých půdních kompartmentech bude zkoumána za přirozených, manipulovaných nebo plně kontrolovaných podmínek s použitím značeného rostlinného materiálu různé kvality.;Biologické centrum AV ČR, v. v. i.;CZ;3870397;;Gerrit;Angst;;;;;;;;;;;;
Projekt je zaměřen na syntézu a studium fyzikálně chemických a biologických vlastností lineárních, micelárních a hvězdicovitých polymerních teranostik určených na dlouhodobou léčbu a/nebo simultánní diagnostiku zánětlivých onemocnění. Polymerní nosiče nocých protizánětlivých léčiv a diagnostických značek budou navrženy jako univerzální systémy pro pasivní i aktivní směrování do místa zánětu. Protizánětlivá léčiva, tj. glukokortikoidy, induktory apoptózy neutrofilů a prekurzory zánět řešících molekul, budou k polymerním nosičům navázány biodegradovatelnou spojkou umožňující aktivaci léčiva převážně v zánětlivých buňkách. Účinnost systémů bude ověřena jak in vitro na buňkách imunitního systému, tak in vivo na myších modelech zánětlivých onemocnění, např. artritidy. Navržená polymerní teranostika směrovaná do zánětu s řízeným uvolňováním léčiva umožní zkvalitnit léčbu rozličných zánětlivých onemocnění a přispějí k objasnění role pasivního a aktivního směrování do zánětlivého ložiska v jejich léčbě.;Ústav makromolekulární chemie AV ČR, v. v. i.;CZ;7324898;PharmDr.;Eva;Randárová;;;;;;;;;;;;
Navrhovaný projekt je zaměřen na výzkum vertikálně extenzivních procesů transferu magmatu na dlouhé vzdálenosti propojující zdrojové oblasti ve spodní kůře s vulkanismem na zemském povrchu. Naše studium se zaměří na svrchně karbonské pozdně-Variské post-orogenní magmatické komplexy v Českém masívu, vystupující na povrch v různých úrovních kůry. Plánovaný multidisciplinární přístup zahrnuje terénní a strukturní mapování, analýzu anizotropie magnetické susceptibility (AMS), vysoce citlivé radiometrické datování metodou CA–ID–TIMS, a geochemické analýzy hlavních a stopových prvků a radiogenních izotopů Sr, Nd a Pb. Dále bude použito analogové modelování v kombinaci s AMS za účelem simulace slabě pochopených procesů transferu magmatu: diapirismus, helikální tok magmatu a vznik kruhových žil. Na základě těchto terénních a laboratorních studií, plánujeme vyvinout konceptuální model transferu magmatu přes zemskou kůru. Dále se chystáme pátrat po příčinách prostorově-časově-kompozičních trendů zaznamenaných v post-orogenních magmatech v Českém masívu.;Geologický ústav AV ČR, v. v. i.;CZ;7408285;Mgr.;Filip;Tomek;Jiří;Žák;8387699;0000-0001-5803-0008;A-6937-2008;7102967126;;;;;;
Silene latifolia představuje vhodný modelový organismus pro studium determinace pohlaví. Bylo zjištěno, že na determinaci pohlaví se u této rostliny podílejí tři oblasti na chromozomu Y („ gynoecium suppressing factor”, „stamen-promoting factor” a „male fertility factor”). I přesto, že pohlavní chromozomy S. latifolia jsou intenzivně studovány, geny determinující pohlaví nebyly dosud nalezeny. V rámci navrhovaného projektu budeme charakterizovat oblast gynoecium suppression faktoru (GSF) na chromozomu Y. Kombinací genomických a transkriptomických přístupů charakterizujeme geny zahrnuté do této oblasti. Na základě analýzy delečních mutantů a pomocí fluorescenční in situ hybridizace zjistíme jejich lokalizaci na chromozomu Y. Nejlepší kandidáty funkčně charakterizujeme pomocí amiRNA umlčování a CRIPSR/Cas systému. Hlavním výstupem projektu bude charakterizace kandidátních genů, které mohou mít roli v potlačení vývoje samičích orgánů v samčích rostlinách S. latifolia, a tedy jejich strukturní a funkční analýza.;Biofyzikální ústav AV ČR, v. v. i.;CZ;2433087;Ing.;Radim;Čegan;;;;;;;;;;;;
Adaptivní imunita je charakteristická vysokou heterogenitou T-lymfocytů, které tuto odpověd spouští. Tato heterogenita má dva aspekty: fenotypovou heterogenitu, která je způsobena paralelení existencí různých typů lymfocytů, a klonální heterogenitu, která je způsobená existencí T-lymfocytárních klonů s různou specifitou. Protože specificita konkrétních klonů reguluje jejich diferenciaci, fenotypová a klonální heterogenita jsou úzce propojeny. V rámci klidových CD8+ T-lymfocytů existují 3 hlavní typy: naivní, paměťové a virtuálně paměťové lymfocyty. V tomto projektu použijeme námi vyvinuté modely na vytvoření monoklonálních naivních, paměťových, a virtuálně paměťových buněk, abychom objasnili, jak fenotypová a klonální heterogenita T-lymfocytů ovlivňuje adaptivní imunitní odpověď na infekci a na nádor. Dalším cílem je charakterizovat roli autoreaktivity jednotlivých T-lymfocytárních klonů v následných odpovědích při infekci. Dosažené výsledky povedou k lepšímu pochopení fenoménu imunologické paměti a budou mít přesah do klinických oblastí vakcinace a imunoterapie nádorů.;Ústav molekulární genetiky AV ČR, v. v. i.;CZ;9488057;;Ondřej;Štěpánek;Tomáš;Brdička;7171390;;G-6205-2014;;;;;;;
"Projekt se zabývá řešením důležitých otázek v oblasti kombinatoriky, kombinatorické topologie a geometrie, výpočetní topologie a v příbuzných
oblastech. Důraz je kladen na využití pokročilých nástrojů při řešení těchto otázek jako jsou například strukturální výsledky v teorii grafů, pokročilá geometrická Ramseyova teorie, teorie obstrukcí, homologické minory, vlastnosti singulárních 3-variet.

Konkrétně se plánujeme zabývat následujícími hlavními tématy:
(i) Vlastnosti balancovaných prezentací grup, zejména problém triviality.
(ii) Kombinatorické aspekty vnořitelnosti (grafů, simpliciálních komplexů).
(iii) Vlastnosti grafů se zakázanými podstrukturami (minory, indukované podgrafy), jak po kombinatorické stránce tak s ohledem na třídy grafů definované nějakou topologickou podmínkou.
(iv) Další témata souvisejícími s vlastnostmi přímek, křivek, ploch a 3-variet.";Univerzita Karlova / Matematicko-fyzikální fakulta;CZ;5278880;doc. RNDr.;Martin;Tancer;Jiří;Matoušek;9461728;;;;;;;;;
Nízká těkavost iontových kapalin způsobuje extrémní náročnost a špatnou reprodukovatelnost přímého experimentálního stanovení rovnováhy kapalina-pára. Předkládaný projekt cílí na vývoj metodologie pro zkoumání rovnováhy kapalina-pára iontových kapalin, kombinující a adaptující výpočetní i experimentální přístupy, dobře zavedené pro jiné skupiny látek a spolehlivě poskytující další relevantní termodynamické vlastnosti. Sublimační entalpie je predikovatelná ab initio s použitím fragmentačních nebo periodických kvantově-chemických výpočtů kohezní energie, fononů a termálních vlastností krystalu a z prvních principů spočtených vlastností parní fáze. Protože molekulárně-dynamické simulace kapalin závisí na kvalitě silových polí, prováděna jsou kalorimetrická stanovení entalpií tání a tepelných kapacit kapalné fáze. Kombinace uvedených přístupů k získání dat o rovnováze kapalina-pára umožní využít silné stránky jednotlivých přístupů a porozumět vypařování nových významných sloučenin na molekulární úrovni.;Vysoká škola chemicko-technologická v Praze / Fakulta chemicko-inženýrská;CZ;5475333;Ing.;Ctirad;Červinka;;;;;;;;;;;;
Živé buňky neustále přijímají a reagují na fyzikální a biochemické signály, které mohou vyvolat v buňkách sílu, kterou působí na povrch. Tato síla generovaná buňkami přispívá k regulaci mnoha fyziologických a patologických procesů. Zde navrhujeme technologický přístup k měření buněčné síly výrobou membrány parylénových nanotyček o průměru pod 1 μm a výšce mezi 2 μm až 10 μm. Nanotyčky budou pokryty vrstvou  SiO2. Chemické vlastnosti SiO2 budou jednoduše modulovány silanizačním procesem a plazmovým zpracováním. To nám umožní navázat prostřednictvím kovalentního zesíťování jakékoliv polymery včetně proteinů na povrch tyček nebo udržet povrch inertní pro proteiny nebo buňky. Výrobní proces nám také umožní vytvořit in situ buněčnou kultivační komůrku z okolního nevyleptaného křemíku. To značně zjednoduší manipulaci a celkové experimentální postupy s buňkami. Měření síly bude ukázáno na příkladu rakovinných a srdečních buněk.;Vysoké učení technické v Brně / Středoevropský technologický institut;CZ;6171419;Mgr.;Zdenka;Fohlerová;Petr;Skládal;6669719;0000-0002-3868-5725;E-4308-2012;;;;;;;
"Kardiovaskulární onemocnění (KVO) jsou hlavní příčinou úmrtí celosvětově. Epidemiologické i experimentální studie ukazují jasné propojení nepříznivých perinatálních podmínek, jako je hypoxie a nedostatek živin, se zvýšeným rizikem KVO v pozdějších letech života. Mechanismy nicméně zůstávají nevyjasněné. Aktuálně patří k nejvíce přijímaným procesům zodpovědným za tyto efekty epigenetické mechanismy. V řízení těchto procesů se může významně uplatňovat klíčový enzym
nově objeveného epigenetického mechanismu, RNA-demetyláza FTO, jejíž rizikové varianty souvisejí s výskytem metabolických a kardiovaskulárních onemocnění a jejíž působení se podle nejnovějších poznatků uplatňuje během raných fází života, kdy dochází k prvotnímu nastavení energetické homeostázy. Proto je nutné studovat vztah mezi aktivitou demetylázy FTO, časným programováním srdečního energetického metabolismu a funkce a rozvojem KVO. Cílem projektu je studovat úlohu RNA-demetylázy FTO v programování srdeční funkce a energetického metabolismu za normálních a nepříznivých perinatálních podmínek pomocí FTO inhibitoru.";Fyziologický ústav AV ČR, v. v. i.;CZ;8140650;RNDr.;Markéta;Hlaváčková;František;Novák;1697277;0000-0001-5582-3977;F-4268-2017;;František;Kolář;9825444;0000-0002-8723-1826;A-7852-2012;7005665978
"Geometrická teorie grup, operátorové algebry a deskriptivní teorie množin se v poslední době stávají stále více provázané. Mnohých nedávných přelomových výsledků z operátorových algeber bylo dosaženo použitím metod z geometrické teorie grup a deskriptivní teorie množin. Cílem projektu je dále těžit z této provázanosti.

Projekt se skládá z pěti ambiciózních a slibných cílů. Budeme zkoumat souvislosti mezi geometrickými vlastnostmi grup a kvasi-diagonalitou jejich stop, včetně pokusu o přímý důkaz Rosenbergovy hypotézy. Zaměříme se na vliv amenability na existenci deskriptivně množinově-teoretických dichotomií v C*-dynamice. Budeme zkoumat globální vlastnosti polských prostorů akcí a representací spočetných grup. Definujeme operátorové algebry polských grup a jejich akcí. A nakonec budeme zkoumat vlastnosti neseparabilních C*-algeber, což se neobejde bez teorie množin.";Matematický ústav AV ČR, v. v. i.;CZ;1846906;Mgr.;Michal;Doucha;Jindřich;Zapletal;5918634;;D-5443-2014;56018747700;;;;;;
